	10CA_S168pdamsymd.sam.counts	10CL_S148pdamsymd.sam.counts	10NA_S169pdamsymd.sam.counts	10NL_S149pdamsymd.sam.counts	1CA_S150pdamsymd.sam.counts	1NA_S151pdamsymd.sam.counts	1NL_S136pdamsymd.sam.counts	2CA_S152pdamsymd.sam.counts	2NA_S153pdamsymd.sam.counts	3CA_S154pdamsymd.sam.counts	3CL_S137pdamsymd.sam.counts	3NA_S155pdamsymd.sam.counts	3NL_S138pdamsymd.sam.counts	4CA_S156pdamsymd.sam.counts	4CL_S139pdamsymd.sam.counts	4NA_S157pdamsymd.sam.counts	5CA_S158pdamsymd.sam.counts	5CL_S140pdamsymd.sam.counts	5NA_S159pdamsymd.sam.counts	6CA_S160pdamsymd.sam.counts	6CL_S141pdamsymd.sam.counts	6NA_S161pdamsymd.sam.counts	6NL_S142pdamsymd.sam.counts	7CA_S162pdamsymd.sam.counts	7CL_S143pdamsymd.sam.counts	7NA_S163pdamsymd.sam.counts	8CA_S164pdamsymd.sam.counts	8CL_S144pdamsymd.sam.counts	8NA_S165pdamsymd.sam.counts	8NL_S145pdamsymd.sam.counts	9CA_S166pdamsymd.sam.counts	9CL_S146pdamsymd.sam.counts	9NA_S167pdamsymd.sam.counts	9NL_S147pdamsymd.sam.counts	
isogroup00006461	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00006462	1	1	3	3	0	1	2	0	2	1	3	2	1	1	1	1	0	1	0	0	4	2	2	0	0	0	3	2	1	0	1	1	0	3	
isogroup00006463	5	17	13	11	8	7	5	24	11	10	11	3	17	10	11	10	8	13	9	15	12	6	17	7	14	20	15	10	5	14	7	7	6	11	
isogroup00006464	0	1	1	1	0	0	2	0	0	1	1	0	1	0	3	1	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	1	
isogroup00006465	1	0	1	3	3	4	2	1	1	1	4	0	1	1	3	1	2	3	1	0	2	2	2	2	6	1	0	1	0	3	1	3	1	0	
isogroup00006466	0	5	0	5	3	5	3	6	4	2	1	4	8	5	2	4	4	8	3	4	5	6	3	1	3	5	2	6	1	6	3	0	1	3	
isogroup00006467	0	0	1	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	
isogroup00006468	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	
isogroup00006469	2	6	2	2	2	0	0	4	3	1	4	2	1	0	3	0	1	2	1	1	0	0	3	0	2	6	2	1	2	1	0	2	0	2	
isogroup00006470	33	5	27	17	45	36	18	27	17	24	15	24	11	15	12	29	33	16	22	26	12	31	9	27	19	49	27	10	24	10	27	12	23	8	
isogroup00006471	42	12	26	9	19	32	7	81	29	44	7	13	14	13	9	13	25	6	12	34	9	9	11	27	5	68	21	8	14	7	12	11	16	7	
isogroup00006472	43	78	26	54	27	32	37	26	10	24	56	38	84	47	36	31	31	59	31	34	75	24	51	42	31	46	35	58	21	57	30	50	23	98	
isogroup00006473	575	167	568	906	660	566	168	733	396	514	117	529	838	605	54	656	517	599	648	548	821	592	603	439	457	620	794	153	741	122	857	280	726	133	
isogroup00006474	17	6	8	9	12	10	6	14	4	5	5	9	8	9	9	17	6	15	9	11	6	11	12	10	7	19	13	6	10	10	8	5	14	3	
isogroup00006475	0	1	3	1	4	2	2	3	0	0	2	4	3	3	4	3	0	3	0	0	2	3	1	2	1	0	4	8	1	6	2	2	1	0	
isogroup00006476	2	17	2	19	12	3	8	2	2	6	12	3	20	7	20	11	4	20	4	7	16	4	17	3	6	7	6	13	3	12	5	13	9	17	
isogroup00006477	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	
isogroup00006478	23	28	27	44	26	26	20	28	18	14	31	27	41	21	34	20	19	43	14	33	38	27	30	13	12	21	15	21	17	14	25	25	38	45	
isogroup00006479	10	10	5	12	8	13	3	9	5	12	13	10	7	9	13	8	10	11	5	12	13	5	11	4	16	15	4	9	7	13	5	9	8	7	
isogroup00006480	4	12	3	8	2	2	1	10	0	3	5	2	5	4	9	3	8	8	3	1	10	3	8	1	5	4	3	3	2	3	1	6	2	8	
isogroup00006482	3	5	5	8	2	6	4	9	3	4	5	4	5	9	8	2	1	8	3	1	6	5	1	1	4	4	3	3	0	2	6	1	4	5	
isogroup00006483	0	0	0	0	0	1	0	2	3	1	1	0	2	0	6	2	0	0	1	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	
isogroup00006484	0	5	2	2	3	2	0	3	6	2	5	0	4	1	7	5	0	4	1	0	4	1	4	0	1	1	1	0	3	1	3	1	4	2	
isogroup00006485	39	33	46	55	62	46	29	54	28	39	30	39	43	49	36	40	52	46	42	29	40	47	41	37	26	73	47	34	50	25	39	35	55	32	
isogroup00006486	7	16	13	19	13	12	22	19	17	12	14	16	19	17	19	13	15	22	13	18	24	10	17	9	10	18	20	20	13	21	17	12	14	13	
isogroup00006487	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup00006488	79	109	113	168	100	131	102	200	145	85	129	73	154	79	139	115	110	144	69	80	141	84	140	75	115	117	119	133	92	132	72	93	117	110	
isogroup00006489	19	36	17	26	17	24	29	31	14	14	23	10	33	14	27	15	12	31	5	14	36	13	34	12	15	23	20	24	10	34	10	15	7	39	
isogroup00006490	22	26	37	40	32	39	33	39	24	18	34	9	38	21	39	30	34	33	22	28	40	20	29	18	34	44	28	41	32	32	15	31	38	36	
isogroup00006491	22	17	12	14	11	6	6	5	9	12	10	11	8	12	8	12	16	10	11	8	3	8	12	4	6	9	8	10	5	3	14	7	20	5	
isogroup00006492	22	10	15	12	13	24	7	24	22	13	5	20	10	17	12	7	15	10	15	14	14	15	10	17	14	27	27	10	11	12	9	5	9	7	
isogroup00006493	1	0	2	1	2	4	0	3	1	1	2	1	4	1	2	0	3	2	3	2	4	0	1	2	3	0	0	3	1	1	1	2	3	1	
isogroup00006494	4	3	0	6	0	0	2	3	2	1	1	1	8	1	3	1	0	2	1	2	5	1	3	1	8	2	1	7	4	5	1	1	0	1	
isogroup00006495	2	4	0	4	0	1	2	0	0	0	0	0	1	0	2	0	1	0	0	2	2	0	1	0	3	2	1	2	0	3	1	0	0	4	
isogroup00006496	1	4	4	5	1	5	2	2	1	3	9	0	7	2	1	1	1	6	1	1	2	0	6	1	2	1	4	4	3	5	5	4	3	4	
isogroup00006497	1	2	1	0	0	6	0	4	1	5	2	1	3	1	2	5	5	3	0	8	1	3	0	0	5	3	10	4	8	3	2	1	4	4	
isogroup00006498	1	4	3	10	5	0	2	0	0	0	7	2	19	3	11	5	2	3	2	3	10	1	4	1	9	1	3	6	1	7	5	4	6	0	
isogroup00006499	0	1	1	0	1	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	
isogroup00006500	6	9	2	5	4	2	13	4	3	0	3	1	6	6	6	2	2	4	3	1	10	3	6	6	11	11	3	5	5	5	2	2	3	3	
isogroup00006501	1	0	0	0	1	2	1	2	0	0	1	0	0	1	2	1	0	2	0	0	0	1	0	1	3	0	2	3	1	3	0	1	0	1	
isogroup00006502	45	42	42	53	40	32	31	54	23	30	34	31	44	58	42	38	44	46	34	62	33	35	53	30	40	59	39	49	20	47	36	34	63	37	
isogroup00006503	4	4	4	0	1	2	0	10	4	2	0	0	3	4	0	2	2	2	1	1	0	2	1	0	4	9	3	2	2	1	2	2	6	0	
isogroup00006504	171	71	140	87	124	226	35	145	116	155	50	110	59	128	81	127	128	83	147	177	76	106	68	68	34	176	179	44	135	34	148	68	170	56	
isogroup00006505	8	9	12	14	4	14	8	3	6	5	12	9	7	10	6	5	4	8	11	13	7	8	19	2	6	1	8	7	4	6	8	7	14	7	
isogroup00006506	1	16	3	12	9	2	9	1	2	3	8	2	21	3	14	8	1	18	6	5	19	8	15	1	12	1	2	11	8	21	4	12	12	9	
isogroup00006507	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00006508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00006510	57	1	26	1	1	2	1	17	12	27	0	30	0	36	0	0	46	2	31	47	0	8	0	3	1	7	1	0	3	1	30	0	11	1	
isogroup00006511	4	5	7	2	5	5	2	8	1	5	3	5	2	6	3	11	6	6	5	5	4	6	3	5	3	11	10	5	3	2	8	0	5	5	
isogroup00006512	29	4	11	0	3	12	1	4	7	21	1	23	0	23	0	5	33	1	16	33	0	3	2	11	0	23	4	0	11	3	13	1	17	0	
isogroup00006513	16	2	15	1	6	5	0	7	2	17	5	16	1	16	4	7	10	2	13	3	4	6	4	3	4	8	6	1	2	5	7	1	15	3	
isogroup00006514	1	0	2	0	0	0	0	1	0	3	0	3	1	7	0	1	1	0	4	3	1	1	0	0	0	4	0	0	0	1	3	0	1	0	
isogroup00006515	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup00006516	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	
isogroup00006517	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00006518	1	1	0	0	2	0	1	0	0	1	1	0	2	0	0	0	1	0	0	0	2	0	2	0	1	0	0	2	1	0	1	1	0	2	
isogroup00006519	0	0	0	4	0	0	0	0	0	0	2	0	1	1	1	0	0	2	0	0	3	0	4	0	1	0	0	4	0	3	0	2	0	4	
isogroup00006520	48	99	61	100	52	55	69	79	40	50	74	37	95	54	93	72	54	106	50	43	94	54	96	34	71	43	65	105	55	87	56	81	95	80	
isogroup00006521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00006522	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	
isogroup00006523	13	66	15	50	35	18	29	8	5	11	53	26	68	16	45	25	16	46	15	12	63	12	52	14	39	29	26	25	20	23	16	36	17	50	
isogroup00006524	3	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	5	1	1	1	0	1	0	2	0	
isogroup00006525	1	2	1	1	0	1	1	2	0	1	2	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	2	1	
isogroup00006526	24	25	32	33	18	25	29	23	9	14	13	6	15	20	17	21	15	36	10	15	23	21	21	15	23	24	30	23	23	35	21	18	30	12	
isogroup00006528	72	89	69	133	55	57	86	70	60	67	84	59	100	94	99	58	54	106	66	70	113	90	84	31	88	53	63	107	39	122	89	75	89	71	
isogroup00006529	0	1	1	2	0	0	2	0	0	0	1	0	2	2	0	1	0	0	0	0	1	0	1	0	2	2	1	0	1	2	0	0	0	1	
isogroup00006530	3	2	2	4	0	1	1	1	2	3	2	2	4	4	1	3	1	1	5	4	1	3	1	1	2	4	0	3	4	2	1	0	2	3	
isogroup00006531	54	94	57	84	77	67	58	77	29	54	69	58	73	48	46	70	52	58	48	47	61	57	72	40	65	55	79	58	60	54	45	43	51	104	
isogroup00006532	1	0	4	0	3	2	0	0	0	0	0	1	0	2	0	1	2	0	2	0	0	3	0	1	0	0	3	0	0	0	2	0	4	0	
isogroup00006533	1	16	0	12	4	3	6	1	1	1	12	0	20	2	9	3	1	4	3	8	12	2	6	1	10	1	1	12	2	7	4	8	3	20	
isogroup00006534	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00006535	6	1	6	1	1	5	0	4	5	4	0	2	0	3	1	2	2	2	0	2	0	2	1	3	2	4	2	0	3	0	2	0	6	0	
isogroup00006536	0	0	0	1	0	0	1	0	0	1	2	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	
isogroup00006537	8	10	8	13	7	15	8	14	13	7	14	13	15	21	17	14	7	19	8	20	19	14	22	2	6	19	16	8	23	5	6	17	13	7	
isogroup00006538	92	2	83	1	34	98	2	91	80	77	0	44	0	80	2	61	95	0	51	113	0	46	0	46	3	87	84	4	55	6	75	0	68	2	
isogroup00006539	1	0	0	3	3	0	0	0	0	0	1	0	3	3	1	0	3	1	0	2	0	0	1	0	0	2	3	2	1	0	2	1	1	2	
isogroup00006540	2	10	2	6	4	3	10	1	5	1	1	1	6	1	9	0	0	9	1	0	8	0	14	0	11	2	2	20	1	13	0	5	0	2	
isogroup00006541	7	6	5	7	4	10	9	5	8	1	5	2	9	1	6	12	2	10	2	2	6	3	8	3	17	9	6	11	15	9	2	6	2	7	
isogroup00006542	1	1	2	2	2	2	1	0	0	0	0	1	0	0	2	0	1	0	1	0	2	1	1	1	2	1	2	3	1	0	1	0	1	3	
isogroup00006543	0	0	0	0	0	1	6	7	1	1	1	0	1	1	1	1	1	2	0	1	1	0	0	3	0	7	3	2	1	2	0	2	0	0	
isogroup00006544	15	0	11	1	52	27	2	14	17	67	0	21	2	25	0	12	34	2	46	35	1	15	0	11	1	17	7	2	29	2	6	3	44	0	
isogroup00006545	9	0	5	0	2	10	0	2	1	6	0	4	1	4	0	3	4	0	7	6	0	10	2	3	0	9	8	0	4	0	12	1	6	0	
isogroup00006546	1	1	0	0	1	1	1	2	0	1	0	1	3	1	3	1	1	3	2	2	2	1	0	0	1	1	0	0	1	0	0	1	2	0	
isogroup00006547	2	2	7	0	3	3	0	15	2	6	1	5	5	4	1	5	1	4	0	2	2	3	1	4	2	8	3	2	6	4	4	1	4	1	
isogroup00006548	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	
isogroup00006549	0	5	0	6	1	1	3	1	4	0	4	4	2	0	6	0	0	9	1	0	4	1	4	1	4	1	0	1	0	1	1	1	2	4	
isogroup00006550	51	307	41	598	70	58	184	5	10	26	214	36	789	60	354	45	42	635	23	51	370	25	419	29	259	36	62	612	32	496	69	775	26	296	
isogroup00006552	139	37	169	73	201	177	30	376	139	215	27	97	81	160	42	143	214	58	92	211	49	83	40	105	43	228	176	52	95	37	103	56	175	35	
isogroup00006553	28	35	17	17	20	21	8	67	11	20	15	21	22	24	14	26	29	19	29	25	15	28	16	15	17	45	20	6	16	8	17	14	33	36	
isogroup00006554	6	10	9	12	4	5	4	2	1	5	6	4	9	3	17	6	8	6	4	8	11	4	10	6	11	7	4	16	6	7	10	6	9	8	
isogroup00006555	55	149	43	111	65	42	70	75	30	47	96	38	106	32	86	45	39	87	36	39	91	43	110	29	74	65	52	55	43	54	33	69	55	124	
isogroup00006556	12	17	13	10	10	12	11	25	15	5	20	5	13	12	16	9	18	12	8	17	16	6	12	8	17	22	15	15	6	19	9	14	14	8	
isogroup00006557	48	30	36	50	57	24	30	23	13	25	26	15	49	32	42	48	38	35	34	42	45	34	37	18	33	42	44	35	35	31	28	25	31	20	
isogroup00006558	0	2	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	
isogroup00006559	0	2	2	1	2	0	2	2	0	0	1	1	1	1	2	1	1	3	0	2	1	0	1	0	1	2	1	6	5	2	0	4	2	2	
isogroup00006560	5	0	9	1	1	11	1	32	15	2	2	2	3	2	4	4	5	4	1	7	3	3	2	3	2	4	7	3	5	2	1	3	8	2	
isogroup00006561	62	67	47	68	58	32	63	51	20	45	57	38	58	37	58	60	42	72	34	41	69	33	62	36	67	74	75	74	56	58	52	50	55	48	
isogroup00006562	30	18	44	20	24	20	12	28	10	37	14	27	20	32	18	23	29	17	23	38	18	25	26	15	24	28	29	19	30	20	27	19	41	15	
isogroup00006563	139	145	140	128	149	141	86	162	79	98	77	105	106	95	107	138	110	121	74	117	144	78	114	104	139	188	144	147	115	147	108	65	98	139	
isogroup00006564	4	0	1	5	12	9	3	7	4	9	2	4	8	11	3	8	8	4	9	6	7	6	2	7	3	11	10	1	7	2	4	4	12	4	
isogroup00006565	6	2	13	5	11	13	2	9	9	8	6	10	4	15	5	4	5	10	9	10	4	6	8	5	0	16	5	8	5	10	13	3	9	6	
isogroup00006566	119	53	159	163	141	129	45	193	127	80	42	99	87	110	56	125	115	110	67	166	128	137	64	130	62	160	164	77	147	75	144	35	157	33	
isogroup00006567	25	30	12	25	18	16	9	20	21	12	8	12	16	7	13	16	12	21	9	20	19	15	18	12	12	16	21	27	19	34	18	16	14	10	
isogroup00006568	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	
isogroup00006569	23	8	14	1	16	10	4	16	14	14	5	17	3	14	7	26	17	5	15	20	2	17	1	4	3	16	22	6	19	7	25	5	24	3	
isogroup00006570	2	23	4	17	2	3	9	7	3	5	17	6	18	9	23	1	4	20	0	4	15	5	14	2	7	6	4	7	4	8	5	10	7	16	
isogroup00006571	2	1	1	0	0	1	0	0	0	1	0	4	1	0	2	0	1	3	0	2	1	2	0	1	0	1	1	2	1	0	1	0	1	0	
isogroup00006572	4	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	2	0	1	0	2	1	1	0	0	1	1	3	1	
isogroup00006573	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	
isogroup00006575	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00006576	12	3	17	3	8	5	3	3	2	10	8	4	5	7	4	3	6	8	5	7	6	5	3	3	1	0	3	3	3	1	9	1	6	3	
isogroup00006577	9	3	5	4	3	8	4	5	3	4	3	1	4	2	1	6	5	6	7	6	5	4	1	4	4	3	9	4	7	3	3	5	4	4	
isogroup00006578	3	5	5	2	1	2	8	8	3	3	6	6	5	1	2	0	1	2	1	4	5	3	1	1	3	3	1	0	1	0	2	1	2	6	
isogroup00006579	21	5	8	2	12	14	3	3	6	5	4	11	4	8	2	18	15	4	8	14	4	11	5	6	7	9	18	2	7	5	13	2	9	4	
isogroup00006580	1	41	7	38	5	6	24	8	3	3	26	0	37	0	45	6	2	62	4	6	48	1	46	2	56	9	12	53	12	56	1	29	2	22	
isogroup00006581	7	59	4	63	9	18	47	12	12	6	60	3	71	2	76	9	7	86	6	8	61	3	70	7	62	16	15	81	10	80	5	55	10	45	
isogroup00006582	19	42	16	32	9	14	18	18	19	11	26	18	32	19	48	15	12	50	12	17	47	15	25	5	15	35	15	45	20	33	15	16	17	22	
isogroup00006583	11	28	8	22	10	12	10	12	19	14	22	6	19	14	19	9	13	28	16	20	34	9	26	8	17	13	8	18	16	32	7	19	14	20	
isogroup00006584	42	40	37	34	35	44	24	62	42	35	24	21	41	33	21	48	27	39	32	35	48	22	28	20	34	55	33	29	28	28	28	34	37	32	
isogroup00006585	149	143	143	141	175	160	78	175	86	126	121	101	144	130	144	202	127	133	105	120	154	125	121	90	108	194	156	133	179	137	114	116	178	109	
isogroup00006586	59	40	36	46	42	38	21	38	16	40	34	27	39	37	35	36	47	42	40	55	23	41	34	31	41	59	41	30	25	29	35	25	55	40	
isogroup00006587	16	26	23	23	20	23	16	26	13	19	21	19	34	21	17	14	19	20	11	23	28	21	19	13	17	21	23	21	15	20	20	22	24	22	
isogroup00006588	39	27	50	23	31	25	19	45	45	47	23	27	28	32	29	29	44	26	34	39	27	32	29	17	24	48	35	23	44	28	42	19	50	19	
isogroup00006589	10	18	16	18	9	7	8	42	12	20	13	14	21	23	13	9	22	24	13	15	14	11	15	7	14	11	20	10	13	5	15	20	25	7	
isogroup00006590	9	5	8	10	9	9	6	6	7	4	7	3	9	13	10	9	5	11	6	7	4	3	9	3	6	17	6	10	10	3	5	5	10	9	
isogroup00006591	18	23	10	34	15	7	3	14	10	18	22	19	17	25	27	14	16	19	16	17	23	19	25	9	12	12	13	16	14	15	19	18	32	11	
isogroup00006592	5	4	9	3	9	10	2	13	13	8	7	5	4	8	2	6	9	8	7	9	7	1	5	7	3	17	10	9	3	8	5	6	9	3	
isogroup00006593	14	58	11	41	10	5	43	10	9	13	59	17	28	9	49	11	3	59	10	4	74	6	33	7	33	16	12	41	5	37	12	12	8	43	
isogroup00006594	6	7	8	5	9	6	5	4	3	2	9	2	8	5	1	7	4	8	4	5	1	5	4	3	8	7	8	7	2	7	7	7	4	5	
isogroup00006595	2	0	5	0	3	6	0	1	0	3	0	3	0	6	0	3	7	0	1	2	0	1	0	1	0	7	1	0	1	0	3	0	3	0	
isogroup00006596	124	231	140	227	135	151	214	184	121	111	197	84	224	100	259	146	135	247	110	99	268	117	263	82	263	143	175	252	119	223	115	230	148	197	
isogroup00006597	328	97	303	92	278	374	86	356	423	244	86	158	114	266	92	253	266	119	195	282	95	270	89	193	81	454	276	85	205	59	236	93	263	72	
isogroup00006598	12	7	8	12	8	5	11	10	4	3	5	4	12	7	7	6	7	13	15	3	14	2	14	10	11	8	8	14	8	10	8	6	20	6	
isogroup00006599	0	0	0	0	1	1	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	2	2	
isogroup00006600	9	10	12	12	8	15	7	18	26	8	7	12	14	5	16	5	7	11	5	10	20	11	11	4	10	12	15	10	4	11	4	8	9	8	
isogroup00006601	31	25	38	34	29	35	22	15	10	21	10	20	28	27	17	20	28	29	22	30	13	30	32	13	33	33	28	23	20	21	20	17	32	19	
isogroup00006602	205	60	204	26	185	97	11	106	20	220	24	178	28	236	18	131	226	8	163	200	22	101	12	113	10	249	126	13	120	29	134	14	182	45	
isogroup00006603	3	3	7	3	4	2	1	7	4	5	1	2	0	8	0	0	11	2	4	2	1	0	3	1	0	7	6	2	1	0	3	0	9	1	
isogroup00006604	2	9	1	6	3	0	4	0	0	0	8	2	4	2	4	0	2	1	2	5	1	3	5	0	6	1	4	2	1	8	4	4	1	5	
isogroup00006605	20	7	18	11	17	16	5	23	12	21	8	13	17	22	11	12	17	11	6	22	9	18	9	10	7	32	22	9	14	11	10	9	25	2	
isogroup00006606	68	25	68	38	41	44	35	221	26	40	42	38	68	96	70	65	47	42	49	51	39	113	34	48	64	62	55	53	40	65	53	25	80	10	
isogroup00006607	89	29	67	29	30	35	19	929	90	66	35	68	50	43	38	36	89	34	80	86	35	46	36	32	23	44	97	37	43	25	26	27	71	15	
isogroup00006608	41	144	42	93	30	49	77	105	31	37	102	30	114	30	89	31	46	97	25	39	124	35	96	21	81	35	28	62	32	76	35	75	54	130	
isogroup00006609	4	4	6	6	6	0	5	5	7	5	3	1	2	3	5	3	3	5	3	6	3	0	4	3	7	6	3	5	2	3	5	3	4	1	
isogroup00006610	0	12	0	8	1	1	3	1	0	0	3	0	2	0	3	0	2	2	1	1	3	1	3	2	3	0	1	3	3	0	0	3	1	7	
isogroup00006611	1	2	0	3	1	0	3	1	0	2	6	0	1	1	2	1	0	3	2	1	3	0	1	0	2	2	1	2	0	2	0	3	1	4	
isogroup00006612	1018	1089	878	1204	739	1068	1018	966	614	825	933	663	1314	918	946	868	830	1043	655	1020	1045	543	1178	598	1006	1170	910	1201	799	1037	671	1000	945	818	
isogroup00006613	182	219	333	241	405	249	177	362	177	237	179	201	250	299	215	315	203	277	233	225	250	253	245	189	241	411	339	213	280	196	285	164	432	176	
isogroup00006614	20	32	35	28	45	19	20	50	31	13	24	23	42	35	34	41	34	42	20	33	29	28	35	12	26	37	49	27	57	25	36	29	32	15	
isogroup00006616	13	13	16	9	6	19	4	14	5	11	11	7	17	9	9	8	16	12	12	8	7	6	15	5	3	7	7	10	5	7	9	11	21	6	
isogroup00006617	17	12	28	11	21	30	11	24	6	18	2	13	21	18	15	17	25	18	13	8	15	14	8	14	14	25	24	14	21	12	23	9	25	17	
isogroup00006618	153	149	234	138	167	150	73	215	130	226	115	210	140	213	106	176	223	141	138	233	120	212	109	124	101	187	182	120	141	93	172	134	251	147	
isogroup00006619	17	74	11	26	23	13	20	20	4	13	41	10	30	11	19	9	11	34	12	15	26	12	24	13	28	19	10	5	5	10	13	23	25	62	
isogroup00006620	18	14	22	26	16	19	6	25	19	17	16	12	20	20	16	6	26	17	16	22	19	11	20	11	10	28	13	11	18	14	21	19	34	18	
isogroup00006621	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00006622	3	5	4	8	4	7	2	2	1	4	9	7	8	4	5	5	4	10	6	1	2	5	5	3	8	3	4	10	4	9	2	13	4	4	
isogroup00006623	23	24	15	20	22	18	19	25	7	10	14	12	25	14	23	15	19	28	13	21	30	13	22	14	23	22	13	24	18	16	15	21	20	21	
isogroup00006624	2	1	0	0	0	2	0	1	2	1	0	3	1	2	0	1	0	1	1	2	2	0	0	1	1	3	0	1	0	0	1	0	2	0	
isogroup00006625	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	
isogroup00006626	59	66	60	77	58	45	58	53	33	51	51	45	71	46	78	40	46	70	37	60	73	34	78	45	79	63	72	80	39	72	48	55	54	46	
isogroup00006627	34	15	27	19	26	55	14	43	33	35	9	21	26	22	14	18	34	11	27	30	12	19	9	22	6	48	32	12	30	8	27	15	37	13	
isogroup00006628	33	26	28	17	46	46	29	30	22	29	27	33	19	45	12	40	44	23	36	27	16	48	14	41	19	57	20	18	44	24	28	15	41	15	
isogroup00006629	4	31	8	30	9	12	25	9	3	10	26	17	35	10	28	10	7	28	11	7	32	9	31	5	32	11	8	24	8	22	6	27	13	42	
isogroup00006630	32	49	32	55	41	42	29	66	68	33	33	33	33	36	52	28	40	39	35	44	35	28	36	32	39	41	33	39	34	30	38	39	48	35	
isogroup00006631	24	4	25	12	19	18	9	21	5	12	10	23	6	30	5	17	29	5	14	43	11	15	4	19	8	34	22	4	17	7	27	7	23	7	
isogroup00006633	2	0	4	0	2	0	1	6	7	4	1	1	1	4	0	5	4	1	2	4	0	2	0	0	1	5	8	0	9	0	1	0	4	1	
isogroup00006634	46	10	44	10	21	45	8	53	54	47	5	38	11	24	10	20	51	11	30	33	10	32	7	25	8	44	25	15	30	36	16	7	34	7	
isogroup00006635	15	10	20	23	23	17	19	11	6	12	24	23	15	25	19	25	11	22	18	23	19	21	21	11	17	20	16	12	12	15	27	16	20	16	
isogroup00006636	27	40	31	28	18	34	22	45	41	44	24	23	30	29	30	37	28	30	28	42	38	30	28	30	25	46	40	41	38	23	31	24	30	21	
isogroup00006637	5	2	4	2	4	3	1	2	4	5	2	4	5	6	3	8	9	3	8	8	0	9	4	3	2	9	10	0	7	2	8	3	7	0	
isogroup00006638	1	2	0	2	0	1	0	0	0	2	1	0	2	1	4	0	0	2	2	0	2	0	1	0	1	2	0	5	1	1	0	0	0	0	
isogroup00006639	6	34	8	34	3	5	22	8	4	3	21	5	31	8	27	7	2	32	3	5	40	8	31	5	35	13	7	38	7	23	4	28	7	23	
isogroup00006640	15	1	12	5	8	12	2	6	3	9	3	5	2	12	4	8	23	2	5	15	3	9	1	4	4	15	10	3	5	4	3	5	18	3	
